path,classification,reason,recommended_action
mnras_paper/figures/output/fig09_speedup.pdf,dead,auto-numbered exploratory figure,exclude
mnras_paper/figures/output/fig09_speedup.png,dead,auto-numbered exploratory figure,exclude
mnras_paper/figures/output/fig10_h0_summary.pdf,dead,auto-numbered exploratory figure,exclude
mnras_paper/figures/output/fig10_h0_summary.png,dead,auto-numbered exploratory figure,exclude
mnras_paper/figures/plot_all.py,needed-verification,figure generation orchestrator,include
mnras_paper/figures/seed_ensemble_lnZ.pdf,dead,exploratory figure,exclude
mnras_paper/figures/seed_ensemble_lnZ.png,dead,exploratory figure,exclude
mnras_paper/figures/selection_term_Ns.pdf,dead,exploratory figure,exclude
mnras_paper/figures/selection_term_Ns.png,dead,exploratory figure,exclude
mnras_paper/test_suite/CODE_CHANGES_NEEDED.md,needed-verification,test suite documentation,include
mnras_paper/test_suite/DATA_EQUIVALENCE.md,needed-verification,analysis summary/diagnostics,include
mnras_paper/test_suite/MANIFEST.md,needed-verification,test suite documentation,include
mnras_paper/test_suite/README.md,needed-verification,test suite documentation,include
mnras_paper/test_suite/RESULTS_SUMMARY.md,needed-verification,analysis summary/diagnostics,include
mnras_paper/test_suite/WAVEFORM_RECOMMENDATION.md,needed-verification,analysis summary/diagnostics,include
mnras_paper/test_suite/analysis/_helpers.py,needed-paper,test suite analysis for paper,include
mnras_paper/test_suite/analysis/analyze_bimodality.py,needed-paper,test suite analysis for paper,include
mnras_paper/test_suite/analysis/analyze_bimodality_imrx.py,needed-paper,test suite analysis for paper,include
mnras_paper/test_suite/analysis/analyze_het_bins_sweep.py,needed-paper,test suite analysis for paper,include
mnras_paper/test_suite/analysis/analyze_nmcmc_sweep.py,dead,exploratory/deleted analysis,exclude
mnras_paper/test_suite/analysis/analyze_num_delete_sweep.py,needed-paper,test suite analysis for paper,include
mnras_paper/test_suite/analysis/analyze_precessing_gw150914.py,dead,exploratory/deleted analysis,exclude
mnras_paper/test_suite/analysis/analyze_precessing_gw170817.py,dead,exploratory/deleted analysis,exclude
mnras_paper/test_suite/analysis/analyze_psd_sensitivity.py,needed-paper,test suite analysis for paper,include
mnras_paper/test_suite/analysis/analyze_q_prior.py,dead,exploratory/deleted analysis,exclude
mnras_paper/test_suite/analysis/analyze_ref_params.py,needed-paper,test suite analysis for paper,include
mnras_paper/test_suite/analysis/analyze_scaling_20k_anomaly.py,dead,exploratory/deleted analysis,exclude
mnras_paper/test_suite/analysis/analyze_seed_ensemble.py,needed-paper,test suite analysis for paper,include
mnras_paper/test_suite/analysis/analyze_selection_term.py,needed-paper,test suite analysis for paper,include
mnras_paper/test_suite/analysis/analyze_sky_prior_runtime.py,dead,exploratory/deleted analysis,exclude
mnras_paper/test_suite/analysis/analyze_tf2_scaling.py,dead,exploratory/deleted analysis,exclude
mnras_paper/test_suite/analysis/analyze_unhet_scaling.py,dead,exploratory/deleted analysis,exclude
mnras_paper/test_suite/analysis/compare_bimodality_waveforms.py,needed-paper,test suite analysis for paper,include
mnras_paper/test_suite/analysis/compile_test_suite_report.py,needed-paper,test suite analysis for paper,include
mnras_paper/test_suite/analysis/verify_manifest.py,dead,misc file,exclude
mnras_paper/test_suite/launch_tier2.sh,needed-verification,test session runner,archive-locally
mnras_paper/test_suite/logs/session_05_rerun.1777231033.log,dead,execution log,exclude
mnras_paper/test_suite/logs/session_05_unhet_imr_nrt_500_plus.1777219082.log,dead,execution log,exclude
mnras_paper/test_suite/logs/session_05_unhet_imr_nrt_500_plus.1777219175.log,dead,execution log,exclude
mnras_paper/test_suite/logs/session_06_precessing_gw150914.1777192291.log,dead,execution log,exclude
mnras_paper/test_suite/logs/session_06_precessing_gw150914.1777192459.log,dead,execution log,exclude
mnras_paper/test_suite/logs/session_06_precessing_gw150914.20260426_083131.log,dead,execution log,exclude
mnras_paper/test_suite/logs/session_06_precessing_gw150914.20260426_083419.log,dead,execution log,exclude
mnras_paper/test_suite/logs/session_07_precessing_gw170817.1777202619.log,dead,execution log,exclude
mnras_paper/test_suite/logs/session_07_precessing_gw170817.1777202798.log,dead,execution log,exclude
mnras_paper/test_suite/logs/session_08_num_delete_sweep.1777205161.log,dead,execution log,exclude
mnras_paper/test_suite/logs/session_09_het_bins_sweep.1777208956.log,dead,execution log,exclude
mnras_paper/test_suite/logs/session_10_bimodality.1777211909.log,dead,execution log,exclude
mnras_paper/test_suite/logs/session_11_scaling_20k_diagnostic.1777215037.log,dead,execution log,exclude
mnras_paper/test_suite/logs/session_12_gw_only.1777233701.log,dead,execution log,exclude
mnras_paper/test_suite/logs/session_12_gw_only.1777235714.log,dead,execution log,exclude
mnras_paper/test_suite/logs/session_13_nlive_scaling_imr.1777237150.log,dead,execution log,exclude
mnras_paper/test_suite/logs/session_14_xas_prior_sensitivity.1777313299.log,dead,execution log,exclude
mnras_paper/test_suite/logs/session_15_sky_prior_runtime.1777318855.log,dead,execution log,exclude
mnras_paper/test_suite/logs/session_17_gw150914_xphm_larger.1777746007.log,dead,execution log,exclude
mnras_paper/test_suite/logs/session_17_gw150914_xphm_larger.1777808284.log,dead,execution log,exclude
mnras_paper/test_suite/logs/session_17_gw150914_xphm_larger.1777808348.log,dead,execution log,exclude
mnras_paper/test_suite/logs/session_17_gw150914_xphm_larger.1777813085.log,dead,execution log,exclude
mnras_paper/test_suite/logs/session_17_gw150914_xphm_larger.1777821923.log,dead,execution log,exclude
mnras_paper/test_suite/logs/session_H_prior_only.1777039649.log,dead,execution log,exclude
mnras_paper/test_suite/logs/session_H_prior_only.1777056198.log,dead,execution log,exclude
mnras_paper/test_suite/run_catalog.csv,needed-paper,catalogs all paper test suite runs,include
mnras_paper/test_suite/scripts/_update_catalog_status.py,dead,diagnostic/utility script,exclude
mnras_paper/test_suite/scripts/prior_only_q_diagnostic.py,dead,diagnostic/utility script,exclude
mnras_paper/test_suite/scripts/run_s16_qtests.sh,needed-verification,test session runner,archive-locally
mnras_paper/test_suite/session_plans/_common.sh,needed-verification,documents exploratory test phases,archive-locally
mnras_paper/test_suite/session_plans/session_01_tf2_scaling.sh,needed-verification,documents exploratory test phases,archive-locally
mnras_paper/test_suite/session_plans/session_03_unhet_tf2_scaling.sh,needed-verification,documents exploratory test phases,archive-locally
mnras_paper/test_suite/session_plans/session_04_unhet_imr_nrt_2500.sh,needed-verification,documents exploratory test phases,archive-locally
mnras_paper/test_suite/session_plans/session_05_unhet_imr_nrt_500_plus.sh,needed-verification,documents exploratory test phases,archive-locally
mnras_paper/test_suite/session_plans/session_06_precessing_gw150914.sh,needed-verification,documents exploratory test phases,archive-locally
mnras_paper/test_suite/session_plans/session_07_precessing_gw170817.sh,needed-verification,documents exploratory test phases,archive-locally
mnras_paper/test_suite/session_plans/session_07b_tf2_lvkbounds.sh,needed-verification,documents exploratory test phases,archive-locally
mnras_paper/test_suite/session_plans/session_08_num_delete_sweep.sh,needed-verification,documents exploratory test phases,archive-locally
mnras_paper/test_suite/session_plans/session_09_het_bins_sweep.sh,needed-verification,documents exploratory test phases,archive-locally
mnras_paper/test_suite/session_plans/session_10_bimodality.sh,needed-verification,documents exploratory test phases,archive-locally
mnras_paper/test_suite/session_plans/session_11_scaling_20k_diagnostic.sh,needed-verification,documents exploratory test phases,archive-locally
mnras_paper/test_suite/session_plans/session_12_gw_only.sh,needed-verification,documents exploratory test phases,archive-locally
mnras_paper/test_suite/session_plans/session_13_nlive_scaling_imr.sh,needed-verification,documents exploratory test phases,archive-locally
mnras_paper/test_suite/session_plans/session_14_xas_prior_sensitivity.sh,needed-verification,documents exploratory test phases,archive-locally
mnras_paper/test_suite/session_plans/session_15_sky_prior_runtime.sh,needed-verification,documents exploratory test phases,archive-locally
mnras_paper/test_suite/session_plans/session_17_gw150914_xphm_larger.sh,needed-verification,documents exploratory test phases,archive-locally
mnras_paper/test_suite/session_plans/session_18_additional_seeds_and_vp.sh,needed-verification,documents exploratory test phases,archive-locally
mnras_paper/test_suite/session_plans/session_20_corner_wide_q.sh,needed-verification,documents exploratory test phases,archive-locally
mnras_paper/test_suite/session_plans/session_H_prior_only.sh,needed-verification,documents exploratory test phases,archive-locally
paper-reproduce/README.md,needed-verification,reproduction guide,include
paper-reproduce/data/DOWNLOAD.md,needed-verification,data/reproduction documentation,include
paper-reproduce/data/MANIFEST.md,needed-verification,data/reproduction documentation,include
paper-reproduce/environment.yml,needed-paper,conda environment specification,include
paper-reproduce/paper/figures/H0_prior_sensitivity.pdf,needed-paper,paper figure source,include
paper-reproduce/paper/figures/H0_waveform_comparison.pdf,needed-paper,paper figure source,include
paper-reproduce/paper/figures/bimodality.pdf,needed-paper,paper figure source,include
paper-reproduce/paper/figures/bimodality_imr_vs_imrx.pdf,needed-paper,paper figure source,include
paper-reproduce/paper/figures/bimodality_imr_vs_imrx.png,dead,misc file,exclude
paper-reproduce/paper/figures/corner_GW150914_waveform_comparison.pdf,needed-paper,paper figure source,include
paper-reproduce/paper/figures/corner_GW170817_waveform_comparison.pdf,needed-paper,paper figure source,include
paper-reproduce/paper/figures/scaling_study_full.pdf,needed-paper,paper figure source,include
paper-reproduce/paper/main.aux,dead,latex artifact,exclude
paper-reproduce/paper/main.bbl,dead,latex artifact,exclude
paper-reproduce/paper/main.blg,dead,latex artifact,exclude
paper-reproduce/paper/main.fdb_latexmk,dead,latex artifact,exclude
paper-reproduce/paper/main.fls,dead,latex artifact,exclude
paper-reproduce/paper/main.log,dead,latex artifact,exclude
paper-reproduce/paper/main.out,dead,latex artifact,exclude
paper-reproduce/paper/main.pdf,needed-paper,compiled paper,include
paper-reproduce/paper/main.tex,needed-verification,paper source/references,include
paper-reproduce/paper/references.bib,needed-verification,paper source/references,include
paper-reproduce/paper/tables/table1_gw150914.tex,needed-paper,paper table source,include
paper-reproduce/paper/tables/table5_prior_sensitivity.tex,needed-paper,paper table source,include
paper-reproduce/paper/tables/table6_bimodality.tex,needed-paper,paper table source,include
paper-reproduce/reproduce_paper.sh,needed-paper,master reproduction script,include
paper-reproduce/scripts/_plot_utils.py,needed-paper,paper reproduction script,include
paper-reproduce/scripts/build_paper_tables.py,needed-paper,paper reproduction script,include
paper-reproduce/scripts/plot_GW150914_waveform_comparison.py,dead,misc file,exclude
paper-reproduce/scripts/plot_GW170817_waveform_corner.py,dead,misc file,exclude
paper-reproduce/scripts/plot_H0_GW170817_waveform_comparison.py,dead,misc file,exclude
paper-reproduce/scripts/plot_H0_prior_sensitivity.py,dead,misc file,exclude
paper-reproduce/scripts/plot_bimodality.py,dead,misc file,exclude
paper-reproduce/scripts/plot_scaling_full.py,dead,misc file,exclude
paper-reproduce/scripts/verify_data.py,needed-verification,data integrity check,include
